locus_tag	gene	product
karp_12695	holB	DNA polymerase III subunit delta'
karp_12700	rluC	ribosomal large subunit pseudouridine synthase
karp_12705	NA	hypothetical protein
karp_12710	NA	Transposase
karp_12715	NA	hypothetical protein
karp_12720	NA	Phage tail assembly chaperone protein, TAC
karp_12725	NA	Ankyrin repeat-containing protein
karp_12730	NA	Integrase
karp_12735	NA	hypothetical protein
karp_12740	NA	Integrase
karp_12745	NA	Transposase DDE domain protein
karp_12750	NA	DDE superendonuclease family protein
karp_12755	NA	IS630 family transposase
karp_12760	NA	Transposase
karp_12765	NA	DnaA-N domain-containing protein
karp_12770	NA	DnaA-N domain-containing protein
karp_12775	dnaB	Replicative DNA helicase
karp_12780	NA	Replicative DNA helicase
karp_12785	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_12790	aNKYR	Ankyrin repeat protein with 5 ankyrin repeats
karp_12795	NA	Putative ompA-like autotransporter
karp_12800	dam	DNA methyltransferase
karp_12805	baeS	sensor histidine kinase
karp_12810	baeS	sensor histidine kinase
karp_12815	spoT	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
karp_12820	NA	hypothetical protein
karp_12825	NA	hypothetical protein
karp_12830	NA	hypothetical protein
karp_12835	NA	hypothetical protein
karp_12840	NA	hypothetical protein
karp_12845	NA	Preprotein translocase SecA subunit-like protein
karp_12850	secA	preprotein translocase SecA subunit-like protein
karp_12855	NA	Conjugal transfer protein TraD
karp_12860	NA	Conjugative transfer protein
karp_12865	traA	conjugal transfer protein TraA
karp_12870	traA	conjugal transfer protein TraA
karp_12875	traA	conjugal transfer protein TraA
karp_12880	NA	Conjugal transfer protein TraI
karp_12885	NA	transposase
karp_12890	virD4	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase
karp_12895	NA	Conjugal transfer protein
karp_12900	NA	hypothetical protein
karp_12905	NA	Conjugal transfer protein TraG
karp_12910	traG	conjugal transfer protein TraG
karp_12915	NA	Conjugal transfer protein TraH
karp_12920	NA	Conjugal transfer protein TraH
karp_12925	traF	conjugal transfer protein
karp_12930	NA	Conjugal transfer protein TraN
karp_12935	traK2	Uncharacterised protein
karp_12940	traK1	hypothetical protein
karp_12945	NA	hypothetical protein
karp_12950	NA	Conjugal transfer protein TraE
karp_12955	traL	hypothetical protein
karp_12960	NA	Integrase
karp_12965	NA	Integrase
karp_12970	NA	hypothetical protein
karp_12975	secB	protein-export protein SecB
karp_12980	dcd	deoxycytidine triphosphate deaminase
karp_12985	NA	porin
karp_12990	frr	ribosome-recycling factor
karp_12995	nuoG	NADH-quinone oxidoreductase subunit G
karp_13000	nuoH	NADH:ubiquinone oxidoreductase subunit H
karp_13005	nuoI	NADH-quinone oxidoreductase subunit I
karp_13010	nuoJ	NADH:ubiquinone oxidoreductase subunit J
karp_13015	nuoK	NADH-quinone oxidoreductase subunit K
karp_13020	erhM	2-hydroxyacid dehydrogenase
karp_13025	nuoM	NADH-quinone oxidoreductase subunit M
karp_13030	nuoN	NADH-quinone oxidoreductase subunit N
karp_13035	tilS	tRNA lysidine(34) synthetase TilS
karp_13040	ftsH	ATP-dependent metalloprotease
karp_13045	alkA	3-methyladenine DNA glycosylase
karp_13050	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
karp_13055	rodA	rod shape-determining protein RodA
karp_13060	mreD	Uncharacterised protein
karp_13065	pBP2	penicillin-binding protein 2
karp_13070	ubiD	3-polyprenyl-4-hydroxybenzoate decarboxylase
karp_13075	ygaA	Uncharacterized membrane protein YqaA, VTT domain
karp_13080	NA	IS5 family transposase ISOt6
karp_13090	NA	Ankyrin repeat-containing protein
karp_13095	sdhE	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module
