#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
kato_11995           -          TPR_1                PF00515.32   5.1e-23   80.0  13.8   1.2e-07   31.3   1.7   3.1   3   0   0   3   3   3   3 -
ut176_02390          -          TPR_1                PF00515.32     8e-23   79.3  11.9   6.1e-08   32.2   0.2   4.0   4   0   0   4   4   4   3 -
boryong_00150        -          TPR_1                PF00515.32   7.8e-22   76.2  15.8   1.1e-07   31.4   0.5   3.3   3   0   0   3   3   3   3 -
ut76_01635           -          TPR_1                PF00515.32   1.9e-21   75.0  20.2   2.3e-08   33.6   0.6   4.4   5   0   0   5   5   4   3 -
ta686_07510          -          TPR_1                PF00515.32   2.3e-21   74.7  17.3   4.2e-08   32.7   1.2   4.0   4   0   0   4   4   3   3 -
ut76_04010           -          TPR_1                PF00515.32   6.3e-21   73.3   8.1   2.3e-06   27.3   0.1   4.1   4   0   0   4   4   4   3 -
ut176_10040          -          TPR_1                PF00515.32   8.2e-21   73.0  10.1   1.7e-06   27.6   0.1   4.0   4   0   0   4   4   4   4 -
ta686_09355          -          TPR_1                PF00515.32   1.7e-20   71.9  14.9   1.4e-08   34.2   0.2   3.4   4   0   0   4   4   3   3 -
boryong_01260        -          TPR_1                PF00515.32   2.5e-20   71.5  11.5   1.5e-07   31.0   0.2   3.1   3   0   0   3   3   3   3 -
ta686_11130          -          TPR_1                PF00515.32     3e-20   71.2   8.4   5.7e-09   35.5   0.6   3.5   3   0   0   3   3   3   2 -
ut76_11090           -          TPR_1                PF00515.32   4.4e-20   70.7  10.3   1.2e-07   31.3   0.8   3.4   3   0   0   3   3   3   3 -
boryong_08810        -          TPR_1                PF00515.32   7.1e-20   70.0  12.4   2.1e-08   33.7   0.2   3.4   4   0   0   4   4   3   3 -
ta686_09315          -          TPR_1                PF00515.32   9.7e-20   69.6   8.4   9.5e-09   34.8   0.6   3.8   3   0   0   3   3   3   2 -
boryong_00745        -          TPR_1                PF00515.32     2e-19   68.6  12.7   2.1e-08   33.7   0.2   3.4   4   0   0   4   4   3   3 -
boryong_07670        -          TPR_1                PF00515.32     2e-19   68.6  12.7   2.1e-08   33.7   0.2   3.4   4   0   0   4   4   3   3 -
boryong_10490        -          TPR_1                PF00515.32     2e-19   68.6  12.7   2.1e-08   33.7   0.2   3.4   4   0   0   4   4   3   3 -
boryong_06895        -          TPR_1                PF00515.32     2e-19   68.6   5.4   2.8e-09   36.4   0.4   2.3   2   0   0   2   2   2   2 -
ta686_05220          -          TPR_1                PF00515.32   3.2e-19   67.9   8.4   1.3e-08   34.3   0.6   3.6   3   0   0   3   3   3   2 -
ikeda_00690          -          TPR_1                PF00515.32     4e-18   64.5  10.4   1.8e-09   37.1   0.2   2.5   3   0   0   3   3   2   2 -
karp_09645           -          TPR_1                PF00515.32   4.1e-18   64.4  16.4   3.7e-11   42.4   3.2   3.2   3   0   0   3   3   3   3 -
gilliam_13045        -          TPR_1                PF00515.32   4.6e-18   64.3   7.4   3.9e-07   29.7   0.2   3.3   3   0   0   3   3   3   3 -
kato_10150           -          TPR_1                PF00515.32   7.9e-18   63.5   8.4   6.9e-07   28.9   0.6   3.5   3   0   0   3   3   3   3 -
kato_05380           -          TPR_1                PF00515.32   2.1e-17   62.2   9.8   2.3e-09   36.8   1.4   2.5   3   0   0   3   3   2   2 -
gilliam_10300        -          TPR_1                PF00515.32   3.6e-17   61.4   7.1   3.2e-08   33.1   0.3   3.4   3   0   0   3   3   3   3 -
ikeda_04930          -          TPR_1                PF00515.32   4.3e-17   61.2   8.4   1.3e-06   28.0   0.6   3.6   3   0   0   3   3   3   2 -
ikeda_06270          -          TPR_1                PF00515.32   7.3e-17   60.5   6.2   1.4e-06   27.9   0.1   3.1   3   0   0   3   3   3   3 -
gilliam_06665        -          TPR_1                PF00515.32   8.8e-17   60.2   8.4   6.5e-08   32.1   0.3   3.8   3   1   0   3   3   3   3 -
gilliam_06720        -          TPR_1                PF00515.32   8.8e-17   60.2   8.4   6.5e-08   32.1   0.3   3.8   3   1   0   3   3   3   3 -
gilliam_04295        -          TPR_1                PF00515.32   1.2e-16   59.8   9.4   6.5e-08   32.1   0.3   4.0   3   1   0   3   3   3   3 -
ut176_01780          -          TPR_1                PF00515.32   1.8e-16   59.2   3.9   4.9e-08   32.5   0.7   2.1   2   0   0   2   2   2   2 -
ikeda_06265          -          TPR_1                PF00515.32   1.9e-16   59.2   8.3   1.5e-07   31.0   0.3   3.4   3   0   0   3   3   3   3 -
karp_10835           -          TPR_1                PF00515.32   2.1e-16   59.0   4.7   1.2e-08   34.4   0.4   2.2   2   0   0   2   2   2   2 -
gilliam_12190        -          TPR_1                PF00515.32   6.3e-16   57.5   5.8   1.4e-06   27.9   0.1   3.1   3   0   0   3   3   3   3 -
kato_08205           -          TPR_1                PF00515.32   1.8e-15   56.1   4.8   1.2e-08   34.5   0.8   2.1   2   0   0   2   2   2   2 -
gilliam_02575        -          TPR_1                PF00515.32   2.7e-15   55.5   6.9   2.9e-07   30.1   0.3   3.7   3   0   0   3   3   3   3 -
ikeda_01905          -          TPR_1                PF00515.32   3.4e-15   55.2   6.9   1.5e-07   31.0   0.2   2.6   3   0   0   3   3   2   2 -
kato_05915           -          TPR_1                PF00515.32   3.4e-15   55.2   6.9   1.5e-07   31.0   0.2   2.6   3   0   0   3   3   2   2 -
gilliam_05245        -          TPR_1                PF00515.32   5.6e-15   54.5   8.3   2.9e-07   30.1   0.3   3.9   3   1   0   3   3   3   3 -
kato_11325           -          TPR_1                PF00515.32   1.1e-14   53.6   7.7   7.3e-07   28.8   0.3   3.4   3   0   0   3   3   3   3 -
boryong_00145        -          TPR_1                PF00515.32   1.3e-14   53.3   3.4   5.3e-07   29.3   0.3   2.1   2   0   0   2   2   2   2 -
ikeda_08030          -          TPR_1                PF00515.32   2.4e-14   52.5  11.2   6.8e-07   28.9   0.4   3.1   3   0   0   3   3   3   2 -
kato_04080           -          TPR_1                PF00515.32     4e-14   51.8   7.3   2.8e-09   36.5   0.5   3.2   3   0   0   3   3   3   2 -
boryong_00750        -          TPR_1                PF00515.32   1.2e-13   50.3   0.9   6.4e-09   35.3   0.4   2.0   2   0   0   2   2   2   2 -
boryong_07675        -          TPR_1                PF00515.32   1.2e-13   50.3   0.9   6.4e-09   35.3   0.4   2.0   2   0   0   2   2   2   2 -
boryong_08805        -          TPR_1                PF00515.32   1.2e-13   50.3   0.9   6.4e-09   35.3   0.4   2.0   2   0   0   2   2   2   2 -
boryong_10495        -          TPR_1                PF00515.32   1.2e-13   50.3   0.9   6.4e-09   35.3   0.4   2.0   2   0   0   2   2   2   2 -
gilliam_13520        -          TPR_1                PF00515.32   1.5e-13   50.0   5.5   8.4e-05   22.3   1.0   3.2   2   1   0   3   3   3   3 -
ut76_07625           -          TPR_1                PF00515.32   3.5e-13   48.8   9.0   2.1e-06   27.3   0.4   2.6   3   0   0   3   3   2   2 -
ut176_08265          -          TPR_1                PF00515.32     9e-13   47.5   3.8   0.00098   18.9   0.3   3.2   3   0   0   3   3   3   3 -
ut176_10155          -          TPR_1                PF00515.32     2e-12   46.4  18.3   8.5e-06   25.4   0.4   3.4   4   0   0   4   4   3   3 -
karp_02220           -          TPR_1                PF00515.32   2.1e-12   46.4   8.7   1.5e-08   34.1   0.8   2.6   3   0   0   3   3   2   2 -
ikeda_04065          -          TPR_1                PF00515.32   3.4e-12   45.7   3.3   0.00098   18.9   0.3   3.2   3   0   0   3   3   3   2 -
kato_06920           -          TPR_1                PF00515.32   3.4e-12   45.7   3.3   0.00098   18.9   0.3   3.2   3   0   0   3   3   3   2 -
ut76_05650           -          TPR_1                PF00515.32   3.5e-12   45.7   3.3   0.00098   18.9   0.3   3.2   3   0   0   3   3   3   2 -
boryong_00610        -          TPR_1                PF00515.32   7.4e-12   44.6   3.7   8.3e-06   25.5   0.2   2.3   2   0   0   2   2   2   2 -
ikeda_06960          -          TPR_1                PF00515.32     1e-11   44.1   0.6   5.9e-06   25.9   0.0   2.1   2   0   0   2   2   2   2 -
kato_01045           -          TPR_1                PF00515.32     1e-11   44.1   0.6   5.9e-06   25.9   0.0   2.1   2   0   0   2   2   2   2 -
gilliam_06430        -          TPR_1                PF00515.32   4.2e-11   42.2   8.4   5.2e-07   29.3   0.4   2.7   3   0   0   3   3   2   2 -
karp_05670           -          TPR_1                PF00515.32   6.7e-11   41.6  13.4   6.4e-06   25.8   1.1   3.0   3   0   0   3   3   2   2 -
ikeda_06965          -          TPR_1                PF00515.32   8.4e-11   41.3   8.0   4.9e-09   35.7   0.6   2.6   3   0   0   3   3   2   2 -
kato_01050           -          TPR_1                PF00515.32   8.4e-11   41.3   8.0   4.9e-09   35.7   0.6   2.6   3   0   0   3   3   2   2 -
ut76_06340           -          TPR_1                PF00515.32   8.8e-11   41.2   6.4   1.1e-06   28.3   0.3   3.4   3   0   0   3   3   3   2 -
ut76_01395           -          TPR_2                PF07719.21  4.4e-123  391.5  83.4   6.6e-09   35.3   0.2  16.1  16   0   0  16  16  16  16 -
gilliam_10750        -          TPR_2                PF07719.21  2.2e-111  355.0  74.0   1.1e-07   31.5   0.4  18.1  18   0   0  18  18  18  18 -
karp_00635           -          TPR_2                PF07719.21  4.4e-109  347.8  75.3   2.2e-08   33.6   0.6  16.1  16   0   0  16  16  16  16 -
gilliam_05995        -          TPR_2                PF07719.21  2.2e-106  339.4  68.3   2.1e-08   33.7   0.5  17.1  17   0   0  17  17  17  17 -
kato_08130           -          TPR_2                PF07719.21  2.9e-105  335.9  99.1   5.1e-07   29.4   0.2  17.0  17   0   0  17  17  17  17 -
gilliam_06625        -          TPR_2                PF07719.21  2.3e-104  333.1  66.8   2.1e-08   33.7   0.5  17.1  17   0   0  17  17  17  17 -
gilliam_07885        -          TPR_2                PF07719.21     9e-99  315.6  67.0     9e-09   34.9   0.4  13.1  13   0   0  13  13  13  12 -
kato_00790           -          TPR_2                PF07719.21   4.4e-97  310.4  82.1   3.2e-08   33.1   0.5  14.1  14   0   0  14  14  14  14 -
ta686_06495          -          TPR_2                PF07719.21   6.6e-97  309.8  90.8   2.1e-08   33.7   0.4  13.1  13   0   0  13  13  13  13 -
ut176_00365          -          TPR_2                PF07719.21   2.8e-95  304.7  97.3     1e-08   34.7   1.3  14.1  14   0   0  14  14  14  14 -
ut176_04860          -          TPR_2                PF07719.21   2.8e-95  304.7  97.3     1e-08   34.7   1.3  14.1  14   0   0  14  14  14  14 -
ut176_05285          -          TPR_2                PF07719.21   2.8e-95  304.7  97.3     1e-08   34.7   1.3  14.1  14   0   0  14  14  14  14 -
ut176_09840          -          TPR_2                PF07719.21   4.8e-95  304.0  96.6     1e-08   34.7   1.3  14.1  14   0   0  14  14  14  14 -
ta686_08325          -          TPR_2                PF07719.21   3.3e-91  292.0  72.7   1.6e-08   34.1   0.7  11.1  11   0   0  11  11  11  11 -
ta686_12460          -          TPR_2                PF07719.21   1.1e-90  290.4  80.5   2.2e-09   36.8   1.0  11.1  11   0   0  11  11  11  11 -
gilliam_09395        -          TPR_2                PF07719.21   4.2e-90  288.6  83.0   5.8e-09   35.4   1.4  12.1  12   0   0  12  12  12  12 -
karp_09530           -          TPR_2                PF07719.21   3.7e-87  279.4  58.7   1.4e-06   28.0   0.2  14.2  14   0   0  14  14  14  14 -
kato_04115           -          TPR_2                PF07719.21   2.3e-85  273.8  64.9   7.3e-08   32.0   1.3  12.1  12   0   0  12  12  12  12 -
kato_08440           -          TPR_2                PF07719.21   2.3e-85  273.8  64.9   7.3e-08   32.0   1.3  12.1  12   0   0  12  12  12  12 -
ut76_03145           -          TPR_2                PF07719.21   1.7e-84  271.1  60.0   1.5e-08   34.2   0.3  12.1  12   0   0  12  12  12  12 -
kato_06665           -          TPR_2                PF07719.21   2.2e-83  267.6  69.9   6.3e-08   32.2   2.9  13.1  13   0   0  13  13  13  13 -
ta686_02040          -          TPR_2                PF07719.21   2.4e-83  267.5  71.0     3e-08   33.2   1.0  12.1  12   0   0  12  12  12  12 -
ut176_04380          -          TPR_2                PF07719.21   2.5e-82  264.3  69.9   1.4e-07   31.1   1.7  12.1  12   0   0  12  12  12  12 -
ikeda_01310          -          TPR_2                PF07719.21   2.9e-82  264.1  70.4   4.2e-07   29.7   1.2  13.1  13   0   0  13  13  13  13 -
ta686_00215          -          TPR_2                PF07719.21   1.1e-81  262.3  68.7   4.2e-07   29.7   1.2  13.1  13   0   0  13  13  13  13 -
ta686_05190          -          TPR_2                PF07719.21   1.1e-81  262.3  68.7   4.2e-07   29.7   1.2  13.1  13   0   0  13  13  13  13 -
ut76_10160           -          TPR_2                PF07719.21   2.7e-81  261.1  67.7   4.2e-07   29.7   1.2  13.1  13   0   0  13  13  13  13 -
ut176_02445          -          TPR_2                PF07719.21     4e-80  257.5  50.3   3.6e-08   33.0   0.3  11.1  11   0   0  11  11  11  11 -
karp_01040           -          TPR_2                PF07719.21   7.2e-80  256.7  56.6   1.2e-07   31.3   0.1  13.8  12   1   0  13  13  13  13 -
karp_07815           -          TPR_2                PF07719.21   5.9e-79  253.8  63.2   1.4e-07   31.2   0.7  12.2  12   0   0  12  12  12  12 -
boryong_07370        -          TPR_2                PF07719.21   4.3e-76  244.9  32.3   2.1e-06   27.5   0.3  11.4  12   0   0  12  12  11  11 -
gilliam_07410        -          TPR_2                PF07719.21   1.9e-75  242.8  49.5   4.1e-08   32.8   0.2  11.1  11   0   0  11  11  11  11 -
ut176_01130          -          TPR_2                PF07719.21   7.1e-75  241.1  60.6   4.5e-08   32.7   0.6  10.1  10   0   0  10  10  10  10 -
ut176_08880          -          TPR_2                PF07719.21     3e-74  239.1  39.6   1.7e-08   34.0   0.4  12.2  12   0   0  12  12  12  12 -
karp_04940           -          TPR_2                PF07719.21   1.3e-70  227.8  37.0     1e-07   31.5   0.3  11.2  11   0   0  11  11  11  11 -
karp_07160           -          TPR_2                PF07719.21   1.3e-70  227.8  37.0     1e-07   31.5   0.3  11.2  11   0   0  11  11  11  11 -
karp_07740           -          TPR_2                PF07719.21   1.3e-70  227.8  37.0     1e-07   31.5   0.3  11.2  11   0   0  11  11  11  11 -
karp_08445           -          TPR_2                PF07719.21   1.3e-70  227.8  37.0     1e-07   31.5   0.3  11.2  11   0   0  11  11  11  11 -
ut176_08060          -          TPR_2                PF07719.21   2.5e-70  226.9  37.0     1e-07   31.5   0.3  11.2  11   0   0  11  11  11  11 -
ta686_07620          -          TPR_2                PF07719.21   6.8e-70  225.6  39.3   2.2e-08   33.6   0.2  11.2  11   0   0  11  11  11  11 -
ut76_11135           -          TPR_2                PF07719.21   1.2e-66  215.4  46.6     1e-06   28.5   0.2  11.3  11   0   0  11  11  11  11 -
ta686_08005          -          TPR_2                PF07719.21   1.3e-66  215.3  60.8   5.8e-08   32.3   0.7  10.2  10   0   0  10  10  10  10 -
ut176_09885          -          TPR_2                PF07719.21   2.5e-66  214.4  70.8   4.4e-06   26.5   0.0  12.1  12   0   0  12  12  12  12 -
ut176_07345          -          TPR_2                PF07719.21   3.1e-66  214.1  45.0   3.1e-08   33.2   0.3  10.1  10   0   0  10  10  10   9 -
gilliam_04405        -          TPR_2                PF07719.21   1.8e-64  208.6  41.2   8.4e-08   31.8   0.4  10.1  10   0   0  10  10  10  10 -
ut76_10340           -          TPR_2                PF07719.21     2e-64  208.5  32.2   2.4e-07   30.4   0.2  10.2  10   0   0  10  10  10  10 -
ikeda_09470          -          TPR_2                PF07719.21   4.8e-64  207.3  41.7   1.7e-06   27.8   0.1  10.0  10   0   0  10  10  10  10 -
ta686_02130          -          TPR_2                PF07719.21   1.4e-63  205.9  31.3   1.7e-08   34.0   0.2   9.2   9   0   0   9   9   9   9 -
ut76_00890           -          TPR_2                PF07719.21   3.2e-63  204.7  38.0   2.6e-06   27.2   0.1  10.0  10   0   0  10  10  10  10 -
gilliam_04155        -          TPR_2                PF07719.21   3.4e-63  204.6  40.4   7.9e-07   28.8   0.3  10.0  10   0   0  10  10  10  10 -
karp_03465           -          TPR_2                PF07719.21   3.8e-63  204.5  59.8   3.4e-07   29.9   0.3  11.1  11   0   0  11  11  11  10 -
karp_10465           -          TPR_2                PF07719.21   3.8e-63  204.5  59.8   3.4e-07   29.9   0.3  11.1  11   0   0  11  11  11  10 -
gilliam_07975        -          TPR_2                PF07719.21   5.1e-63  204.1  39.2   2.6e-06   27.2   0.1  10.0  10   0   0  10  10  10  10 -
kato_10180           -          TPR_2                PF07719.21   1.1e-60  196.9  35.4   3.2e-07   30.0   0.6   8.1   8   0   0   8   8   8   8 -
karp_02650           -          TPR_2                PF07719.21   1.9e-60  196.1  38.8   1.5e-06   28.0   0.3  10.1  10   0   0  10  10  10  10 -
kato_06230           -          TPR_2                PF07719.21   1.9e-60  196.1  38.8   1.5e-06   28.0   0.3  10.1  10   0   0  10  10  10  10 -
